Node,Stand
"(-21065.14098, 152520.79641)","[1155, 1420]"
"(-21085.77848, 152482.69641)","[1155, 1420]"
"(-21052.44088, 152433.48381)","[1155, 1420]"
"(-21042.91588, 152406.49621)","[1155, 1420]"
"(-21061.96588, 152330.29601)","[1155, 1420]"
"(-21092.12848, 152409.67121)","[1155, 1420]"
"(-21150.86608, 152427.13381)","[1155, 1420]"
"(-21209.60368, 152506.50891)","[1155, 1420]"
"(-21223.62668, 152520.53181)","[1155, 1420]"
"(-21164.10206, 152613.55005)",[1420]
"(-21314.04073, 152529.97344)",[1420]
"(-21561.11748, 152835.45561)","[1155, 837, 838]"
"(-21583.48958, 152781.37631)","[1155, 838]"
"(-21573.50918, 152743.84341)","[1155, 838]"
"(-21521.29318, 152753.86251)","[1155, 838]"
"(-21459.77198, 152738.24141)","[1155, 838]"
"(-21399.94288, 152718.90181)","[1155, 838]"
"(-21359.53028, 152755.36721)","[1155, 838]"
"(-21316.32078, 152772.73941)","[1155, 838]"
"(-21271.22288, 152806.70121)","[1155, 838]"
"(-21224.38448, 152817.66981)","[1155, 838]"
"(-21165.94888, 152805.69951)","[1155, 838]"
"(-21143.91978, 152808.75511)","[1155, 838]"
"(-21173.70848, 152749.91281)",[1155]
"(-21160.47928, 152699.64191)",[1155]
"(-21124.76048, 152711.54811)",[1155]
"(-21085.28458, 152726.43641)",[1155]
"(-21078.28188, 152683.56791)",[1155]
"(-21076.72008, 152675.87851)",[1155]
"(-21076.55438, 152674.86441)",[1155]
"(-21065.13288, 152618.63231)",[1155]
"(-21006.70268, 152578.07331)",[1155]
"(-20954.64118, 152552.06101)",[1155]
"(-20900.84948, 152494.79841)",[1155]
"(-20858.70168, 152456.76001)",[1155]
"(-20813.55768, 152432.01711)",[1155]
"(-20768.84978, 152430.49891)",[1155]
"(-20716.34408, 152443.08461)",[1155]
"(-20638.64728, 152480.90471)",[1155]
"(-20583.50918, 152483.04841)",[1155]
"(-20536.48858, 152464.58691)",[1155]
"(-20860.12618, 152334.07031)",[1155]
"(-20883.95078, 152374.11901)",[1155]
"(-20937.29768, 152370.69951)",[1155]
"(-21136.86898, 152220.34731)",[1155]
"(-21151.94478, 152274.24831)",[1155]
"(-21136.78658, 152334.28381)",[1155]
"(-21127.74928, 152378.56011)",[1155]
"(-21178.36898, 152421.72051)",[1155]
"(-21220.23378, 152445.20641)",[1155]
"(-21261.43478, 152470.03861)",[1155]
"(-21349.32178, 152547.64911)",[1155]
"(-21402.97628, 152536.72851)",[1155]
"(-21449.33148, 152536.14291)",[1155]
"(-21507.18318, 152565.88291)",[1155]
"(-21552.32978, 152569.44031)",[1155]
"(-21561.99658, 152565.08861)",[1155]
"(-21597.15628, 152549.26051)",[1155]
"(-21619.35338, 152602.98741)",[1155]
"(-21658.18938, 152638.96521)",[1155]
"(-21663.93078, 152716.62321)",[1155]
"(-21740.76478, 152754.39661)",[1155]
"(-21772.95708, 152795.84091)",[1155]
"(-21815.63848, 152827.63641)","[1155, 837]"
"(-21769.72658, 152854.34451)","[1155, 837]"
"(-21728.17908, 152890.11081)","[1155, 837]"
"(-21704.40958, 152815.47471)","[1155, 837]"
"(-21663.15978, 152839.04661)","[1155, 837]"
"(-21618.57198, 152832.91031)","[1155, 837]"
"(-21065.60902, 152620.97653)",[1155]
"(-21387.10682, 152539.95851)",[1155]
"(-21441.03596, 152536.2477)",[1155]
"(-20723.04211, 152441.47908)",[1155]
"(-21114.55831, 152715.39585)",[1155]
"(-21073.73431, 152660.9802)",[1155]
"(-20885.70972, 152304.62818)",[1155]
"(-20960.91749, 152313.11867)",[1155]
"(-21074.91918, 153065.14981)",[838]
"(-21101.16158, 152823.62921)",[838]
"(-21099.73308, 152814.88431)",[838]
"(-21524.82578, 152892.53481)","[837, 838]"
"(-21478.41618, 152891.25491)","[837, 838]"
"(-21432.56928, 152900.34981)","[837, 838]"
"(-21374.51178, 152940.66131)","[837, 838]"
"(-21347.79268, 152886.05261)","[837, 838]"
"(-21306.32058, 152898.65811)","[837, 838]"
"(-21262.31818, 152920.27151)","[837, 838]"
"(-21217.48168, 152921.88231)","[837, 838]"
"(-21229.58478, 152966.52271)","[837, 838]"
"(-21224.05408, 153018.81081)","[837, 838]"
"(-21261.56328, 153070.17551)","[837, 838]"
"(-21335.74908, 153087.38311)","[837, 838]"
"(-21333.71008, 153141.18181)","[837, 838]"
"(-21287.68328, 153143.27701)","[837, 838]"
"(-21255.56868, 153144.73901)",[838]
"(-21209.94038, 153134.42521)",[838]
"(-21139.83878, 153136.33321)",[838]
"(-21090.70708, 153117.92501)",[838]
"(-21091.46797, 152912.8438)",[838]
"(-21224.5431, 153014.18755)",[838]
"(-21843.63478, 152856.73851)",[837]
"(-21908.45788, 152893.78031)",[837]
"(-21866.12438, 152918.91581)",[837]
"(-21818.49938, 152954.63461)",[837]
"(-21805.27018, 152977.12421)",[837]
"(-21802.62438, 153015.48891)",[837]
"(-21846.28068, 153032.68681)",[837]
"(-21825.11388, 153043.27011)",[837]
"(-21774.84298, 153088.24951)",[837]
"(-21735.15548, 153125.29121)",[837]
"(-21675.75788, 153180.45871)",[837]
"(-21629.32188, 153208.63511)",[837]
"(-21579.05098, 153220.54141)",[837]
"(-21538.04048, 153221.86431)",[837]
"(-21475.86328, 153211.28091)",[837]
"(-21409.71728, 153191.43721)",[837]
"(-21355.47758, 153163.65581)",[837]
"(-21610.61998, 153213.06452)",[837]
"(-21724.43688, 153135.24647)",[837]
"(-21889.45545, 152882.92177)",[837]
"(-21898.31742, 152899.8012)",[837]
"(-21871.5982, 152915.66573)",[837]
